FOODSTORE_ID,FOODSTORE_NAME,FOOD_CATEGORY,FOOD_CATEGORY_TAG,TAG_AGE,TAG_GENDER,TAG_STORE,WORKING_TIME,store_num,ADDRESS,area,img_url,Latitude,longitude,menu_NameSearch,menu_PriceSearch
119258632,패티앤베지스,가로수길브런치,21,30대,남자,가격,매일 11:30 ~ 21:30,02-541-3443,서울 강남구 압구정로4길 11 1층,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1614401187003639.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5220515,127.0202955,"클래식버거, 베이컨치즈버거,머쉬룸치즈버거,그린살사버거,하와이안와사비버거","8,900/11,400/11,900/12,900/9,900"
402310476,세인트그릴,가로수길브런치,21,40대,여자,주차,매일 00:00 ~ 24:00,02-546-5508,서울 강남구 논현로 175길 63,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/405070/638412_1613266133776_9303?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5240095,127.0239014,"치즈버거세트,비프트럭세트,슈프림올스타세트,크리스피치킨세트,미스터파렌하이트세트","12,800/18,800/14,800/13,800/14,800"
508057200,노이에아트멍,가로수길브런치,21,20대,남자,맛,화~토 10:30 ~ 22:00,070-8834-5444,서울 강남구 도산대로23길 19,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/619788_1584978488540196.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.52026,127.0259413,"아메리카노,시그니처버거,현미뇨끼,소시지베이컨오믈렛,베니스샐러드","4,500/16,800/15,800/14,800/14,500"
313270264,팻보이샌드위치,가로수길브런치,21,30대,여자,가격,수~일 11:00 ~ 23:00,02-549-5150,서울 강남구 강남대로152길 42,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/1175978_1585113158560819.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5180082,127.0227692,"클래식햄치즈샌드위치,싼타페그릴치킨,이탈리안샌드위치,선데이로스트비프","9,500/9,500/12,000/11,500"
1104467407,인딕슬로우,가로수길브런치,21,20대,여,맛,매일 11:30 ~ 22:00,02-511-0139,서울 강남구 압구정로4길 13 1층,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/364458_1513405622602061.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5218986,127.0203315,"브런치탈리,인딕커리,오늘의요거트","14,500/14,900/6,500"
714223410,칙피스,가로수길브런치,21,20대,여,분위기,매일 11:30 ~ 20:30,02-6956-6780,서울 강남구 강남대로152길 69 1층,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/2925_1614395622948220.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5191329,127.0247455,"부채살스테이크라이스,치킨샐러드,비건샐러드,비건버거,치킨샥슈카","10,000/10,000/10,000/9,500/12,000"
19808159,오리지널팬케이크하우스,가로수길브런치,21,30대,여,서비스,월~금 09:00 ~ 21:00,02-511-7481,서울 강남구 강남대로162길 41,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/505686_1600587732384087.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5209903,127.021633,"더치베이비오리지널,애플팬케이크,콥샐러드,프레시프룻크레이프,프레시프룻팬케이크","18,000/22,000/22,000/20,000/20,000"
1619459483,비파티세리,가로수길브런치,21,30대,여,주차,매일 10:00 ~ 22:00,02-517-0033,서울 강남구 압구정로14길 36,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/598583_1559478078220624.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5220129,127.02326,"퀸아망클래식,퀸아망플레이버,반미샌드위치,클럽샌드위치,ALT샌드위치","4,500/5,000/12,000/10,000/10,000"
26856753,브루클린더버거조인트,가로수길브런치,21,20대,여,가격,매일 11:00 ~ 22:00,02-545-0718,서울 강남구 도산대로15길 12,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/2026716_1628157760038071.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5190823,127.0240787,"더치즈버거,브루클린웍스버거,뉴멕시코버거,프렌치프라이즈,코울슬로","7,800/9,800/9,800/7,000/5,500"
1568720995,카페그라쎄,가로수길브런치,21,20대,여,맛,화~토 11:00 ~ 22:30,02-542-3446,서울 강남구 도산대로17길 19,신사동,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/545584_1468398975836594.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5198779,127.0244078,"그린올리브,그릴드소시지","7,000/17,000"
1278816666,시키카츠,돈까스,22,10대,여자,맛,매일 11:00 ~ 21:00,0507-1324-8753,서울 동대문구 회기로 110,회기동,"https://mp-seoul-image-production-s3.mangoplate.com/2091186_1670807759202518.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5914025,127.0486806,"로스카츠정식,히레카츠,특로스카츠정식,모듬카츠","12,000/13,000/14,000/15,000"
1351221007,카와카츠,돈까스,22,10대,남,맛,매일 11:30 ~ 22:00,070-8801-2053,서울 마포구 동교로 126,서교동,"https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/364835/47875_1558072754143?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5546605,126.9161872,"카와로스카츠,카와히레카츠,카와특로스카츠,카와모둠카츠,카와오로시카츠","13,000/14,000/16,000/17,000/1,000"
133783216,돈까스전원,돈까스,22,40대,남,맛,월~토 12:00 ~ 20:00,0507-1346-7104,서울 성동구 왕십리로24길 13,도선동,"https://mp-seoul-image-production-s3.mangoplate.com/428178/1727908_1610466129234_7890?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",37.5636493,127.0341037,"등심돈까스정식,안심돈까스정식,상등심돈까스정식,치킨까스정식,전갱이까스정식","12,000/14,000/15,000/12,000/12,000"
